r = 0.3,upperCap = 50,,,
46,0.95,0.9,10,0
46,0.95,0.9,25,40
46,0.95,0.9,42,40
46,0.95,0.9,74,31
46,0.95,0.9,99,9
46,0.95,0.9,147,49
46,0.95,0.9,152,42
46,0.95,0.9,158,2
46,0.95,0.9,167,32
47,0.58,0.72,0,35
47,0.58,0.72,1,22
47,0.58,0.72,3,37
47,0.58,0.72,7,24
47,0.58,0.72,11,27
47,0.58,0.72,12,37
47,0.58,0.72,34,24
47,0.58,0.72,42,45
47,0.58,0.72,49,19
47,0.58,0.72,60,40
47,0.58,0.72,64,34
47,0.58,0.72,69,47
47,0.58,0.72,96,22
47,0.58,0.72,97,48
47,0.58,0.72,101,25
47,0.58,0.72,122,2
47,0.58,0.72,127,19
47,0.58,0.72,128,10
47,0.58,0.72,135,13
47,0.58,0.72,146,42
47,0.58,0.72,148,34
47,0.58,0.72,152,46
47,0.58,0.72,153,20
47,0.58,0.72,165,40
47,0.58,0.72,168,49
47,0.58,0.72,180,4
47,0.58,0.72,181,43
47,0.58,0.72,184,1
47,0.58,0.72,185,45
48,0.61,1,1,26
48,0.61,1,25,38
48,0.61,1,34,38
48,0.61,1,42,28
48,0.61,1,44,27
48,0.61,1,47,33
48,0.61,1,60,41
48,0.61,1,63,10
48,0.61,1,69,11
48,0.61,1,97,39
48,0.61,1,99,8
48,0.61,1,111,32
48,0.61,1,122,47
48,0.61,1,123,27
48,0.61,1,133,20
48,0.61,1,153,15
48,0.61,1,158,35
48,0.61,1,162,4
48,0.61,1,167,26
48,0.61,1,168,7
48,0.61,1,172,35
48,0.61,1,184,41
48,0.61,1,197,11
49,0.45,0.66,0,19
49,0.45,0.66,1,36
49,0.45,0.66,11,34
49,0.45,0.66,13,46
49,0.45,0.66,16,13
49,0.45,0.66,18,9
49,0.45,0.66,35,17
49,0.45,0.66,59,2
49,0.45,0.66,60,37
49,0.45,0.66,64,12
49,0.45,0.66,69,44
49,0.45,0.66,85,0
49,0.45,0.66,96,13
49,0.45,0.66,97,3
49,0.45,0.66,101,34
49,0.45,0.66,109,42
49,0.45,0.66,121,46
49,0.45,0.66,122,0
49,0.45,0.66,127,35
49,0.45,0.66,135,28
49,0.45,0.66,146,20
49,0.45,0.66,148,36
49,0.45,0.66,150,4
49,0.45,0.66,168,32
49,0.45,0.66,171,6
49,0.45,0.66,181,45
49,0.45,0.66,184,31
49,0.45,0.66,185,8
49,0.45,0.66,192,4
50,0.17,0.38,4,20
50,0.17,0.38,6,36
50,0.17,0.38,13,45
50,0.17,0.38,16,9
50,0.17,0.38,18,31
50,0.17,0.38,29,10
50,0.17,0.38,35,11
50,0.17,0.38,36,49
50,0.17,0.38,37,40
50,0.17,0.38,51,12
50,0.17,0.38,53,12
50,0.17,0.38,55,15
50,0.17,0.38,59,14
50,0.17,0.38,65,41
50,0.17,0.38,75,46
50,0.17,0.38,76,22
50,0.17,0.38,84,34
50,0.17,0.38,105,27
50,0.17,0.38,109,30
50,0.17,0.38,110,45
50,0.17,0.38,119,26
50,0.17,0.38,121,14
50,0.17,0.38,131,35
50,0.17,0.38,135,34
50,0.17,0.38,144,44
50,0.17,0.38,150,47
50,0.17,0.38,161,14
50,0.17,0.38,171,39
50,0.17,0.38,177,14
50,0.17,0.38,182,27
50,0.17,0.38,183,41
50,0.17,0.38,187,6
50,0.17,0.38,188,12
50,0.17,0.38,192,13
50,0.17,0.38,195,36
50,0.17,0.38,196,15
51,0.05,0.31,29,22
51,0.05,0.31,65,10
51,0.05,0.31,169,9
51,0.05,0.31,196,18
52,0.88,0.05,114,11
53,0.08,0.42,4,44
53,0.08,0.42,6,49
53,0.08,0.42,13,19
53,0.08,0.42,29,6
53,0.08,0.42,35,18
53,0.08,0.42,36,30
53,0.08,0.42,51,18
53,0.08,0.42,55,40
53,0.08,0.42,59,41
53,0.08,0.42,65,2
53,0.08,0.42,76,4
53,0.08,0.42,83,30
53,0.08,0.42,105,27
53,0.08,0.42,109,34
53,0.08,0.42,119,0
53,0.08,0.42,121,30
53,0.08,0.42,150,46
53,0.08,0.42,151,26
53,0.08,0.42,177,18
53,0.08,0.42,182,23
53,0.08,0.42,188,22
53,0.08,0.42,192,28
53,0.08,0.42,195,3
53,0.08,0.42,196,44
54,0.95,0.29,52,33
54,0.95,0.29,72,32
54,0.95,0.29,73,17
54,0.95,0.29,82,35
54,0.95,0.29,89,4
54,0.95,0.29,102,10
54,0.95,0.29,103,19
54,0.95,0.29,114,11
54,0.95,0.29,120,11
54,0.95,0.29,126,2
54,0.95,0.29,159,38
54,0.95,0.29,164,39
54,0.95,0.29,179,32
55,0.18,0.17,22,17
55,0.18,0.17,29,18
55,0.18,0.17,37,33
55,0.18,0.17,38,7
55,0.18,0.17,51,16
55,0.18,0.17,65,35
55,0.18,0.17,66,31
55,0.18,0.17,116,15
55,0.18,0.17,119,32
55,0.18,0.17,169,5
55,0.18,0.17,177,29
55,0.18,0.17,187,1
56,0.47,0.07,8,37
56,0.47,0.07,20,49
56,0.47,0.07,22,37
56,0.47,0.07,66,12
56,0.47,0.07,108,16
56,0.47,0.07,114,13
56,0.47,0.07,116,6
56,0.47,0.07,118,1
56,0.47,0.07,178,26
57,0.63,0.34,0,30
57,0.63,0.34,8,45
57,0.63,0.34,22,6
57,0.63,0.34,27,12
57,0.63,0.34,72,45
57,0.63,0.34,73,44
57,0.63,0.34,89,44
57,0.63,0.34,103,46
57,0.63,0.34,108,3
57,0.63,0.34,118,39
57,0.63,0.34,120,11
57,0.63,0.34,121,7
57,0.63,0.34,124,47
57,0.63,0.34,135,0
57,0.63,0.34,159,24
57,0.63,0.34,161,2
57,0.63,0.34,171,1
57,0.63,0.34,178,39
57,0.63,0.34,179,49
57,0.63,0.34,186,4
58,0.98,0.43,7,17
58,0.98,0.43,9,49
58,0.98,0.43,21,7
58,0.98,0.43,27,49
58,0.98,0.43,28,37
58,0.98,0.43,43,6
58,0.98,0.43,54,20
58,0.98,0.43,71,44
58,0.98,0.43,74,39
58,0.98,0.43,82,26
58,0.98,0.43,89,48
58,0.98,0.43,95,13
58,0.98,0.43,103,28
58,0.98,0.43,117,44
58,0.98,0.43,120,38
58,0.98,0.43,124,15
58,0.98,0.43,130,49
58,0.98,0.43,147,9
58,0.98,0.43,152,12
58,0.98,0.43,157,13
58,0.98,0.43,159,4
58,0.98,0.43,163,1
58,0.98,0.43,164,49
58,0.98,0.43,165,39
58,0.98,0.43,179,25
58,0.98,0.43,193,44
59,0.19,0.64,29,10
59,0.19,0.64,105,48
59,0.19,0.64,151,1
59,0.19,0.64,170,0
59,0.19,0.64,192,40
59,0.19,0.64,196,37
60,0.52,0.76,85,34
60,0.52,0.76,101,25
60,0.52,0.76,127,29
60,0.52,0.76,135,46
60,0.52,0.76,162,20
60,0.52,0.76,184,1
61,0.06,0.2,4,1
61,0.06,0.2,23,35
61,0.06,0.2,29,49
61,0.06,0.2,37,13
61,0.06,0.2,38,5
61,0.06,0.2,39,4
61,0.06,0.2,50,36
61,0.06,0.2,51,19
61,0.06,0.2,53,23
61,0.06,0.2,55,25
61,0.06,0.2,65,13
61,0.06,0.2,66,16
61,0.06,0.2,75,40
61,0.06,0.2,84,36
61,0.06,0.2,86,31
61,0.06,0.2,116,37
61,0.06,0.2,119,12
61,0.06,0.2,134,8
61,0.06,0.2,136,14
61,0.06,0.2,139,32
61,0.06,0.2,140,39
61,0.06,0.2,155,19
61,0.06,0.2,169,6
61,0.06,0.2,177,38
61,0.06,0.2,183,29
61,0.06,0.2,187,11
61,0.06,0.2,190,37
61,0.06,0.2,195,46
62,0.38,0.01,20,13
62,0.38,0.01,22,20
62,0.38,0.01,23,6
62,0.38,0.01,30,1
62,0.38,0.01,41,45
62,0.38,0.01,55,29
62,0.38,0.01,56,0
62,0.38,0.01,66,0
62,0.38,0.01,78,11
62,0.38,0.01,98,5
62,0.38,0.01,107,3
62,0.38,0.01,116,45
62,0.38,0.01,140,35
62,0.38,0.01,141,42
62,0.38,0.01,161,28
62,0.38,0.01,169,47
62,0.38,0.01,175,49
62,0.38,0.01,177,46
62,0.38,0.01,183,31
62,0.38,0.01,194,30
63,0.36,0.86,1,33
63,0.36,0.86,31,21
63,0.36,0.86,34,37
63,0.36,0.86,35,12
63,0.36,0.86,44,47
63,0.36,0.86,47,36
63,0.36,0.86,49,23
63,0.36,0.86,59,49
63,0.36,0.86,60,17
63,0.36,0.86,64,7
63,0.36,0.86,69,45
63,0.36,0.86,85,15
63,0.36,0.86,88,19
63,0.36,0.86,97,43
63,0.36,0.86,101,18
63,0.36,0.86,104,43
63,0.36,0.86,109,24
63,0.36,0.86,110,46
63,0.36,0.86,122,14
63,0.36,0.86,128,19
63,0.36,0.86,132,47
63,0.36,0.86,137,7
63,0.36,0.86,150,35
63,0.36,0.86,153,19
63,0.36,0.86,160,1
63,0.36,0.86,162,12
63,0.36,0.86,168,27
63,0.36,0.86,184,42
63,0.36,0.86,185,34
64,0.36,0.67,1,27
64,0.36,0.67,6,28
64,0.36,0.67,13,44
64,0.36,0.67,16,35
64,0.36,0.67,31,22
64,0.36,0.67,35,0
64,0.36,0.67,36,21
64,0.36,0.67,59,9
64,0.36,0.67,60,32
64,0.36,0.67,69,38
64,0.36,0.67,83,8
64,0.36,0.67,85,38
64,0.36,0.67,88,33
64,0.36,0.67,97,15
64,0.36,0.67,101,45
64,0.36,0.67,104,6
64,0.36,0.67,109,5
64,0.36,0.67,121,34
64,0.36,0.67,122,15
64,0.36,0.67,135,26
64,0.36,0.67,150,40
64,0.36,0.67,168,43
64,0.36,0.67,171,10
64,0.36,0.67,184,25
64,0.36,0.67,185,36
64,0.36,0.67,188,26
64,0.36,0.67,192,6
65,0.07,0.3,-,-
66,0.2,0.04,38,15
66,0.2,0.04,65,3
66,0.2,0.04,116,11
66,0.2,0.04,169,36
66,0.2,0.04,177,39
67,0.3,0.31,3,16
67,0.3,0.31,4,4
67,0.3,0.31,5,11
67,0.3,0.31,6,11
67,0.3,0.31,13,30
67,0.3,0.31,14,7
67,0.3,0.31,16,1
67,0.3,0.31,18,39
67,0.3,0.31,22,16
67,0.3,0.31,23,48
67,0.3,0.31,29,1
67,0.3,0.31,33,33
67,0.3,0.31,40,27
67,0.3,0.31,41,29
67,0.3,0.31,50,23
67,0.3,0.31,51,0
67,0.3,0.31,53,6
67,0.3,0.31,55,49
67,0.3,0.31,56,1
67,0.3,0.31,61,22
67,0.3,0.31,65,17
67,0.3,0.31,66,31
67,0.3,0.31,75,38
67,0.3,0.31,78,10
67,0.3,0.31,79,31
67,0.3,0.31,84,18
67,0.3,0.31,86,12
67,0.3,0.31,96,49
67,0.3,0.31,108,6
67,0.3,0.31,112,17
67,0.3,0.31,113,15
67,0.3,0.31,116,6
67,0.3,0.31,119,33
67,0.3,0.31,121,34
67,0.3,0.31,135,18
67,0.3,0.31,140,5
67,0.3,0.31,141,12
67,0.3,0.31,144,33
67,0.3,0.31,146,12
67,0.3,0.31,155,5
67,0.3,0.31,161,41
67,0.3,0.31,171,39
67,0.3,0.31,175,25
67,0.3,0.31,176,16
67,0.3,0.31,177,5
67,0.3,0.31,183,4
67,0.3,0.31,186,37
67,0.3,0.31,187,33
67,0.3,0.31,190,38
67,0.3,0.31,191,7
67,0.3,0.31,192,9
67,0.3,0.31,195,42
67,0.3,0.31,198,41
67,0.3,0.31,199,9
68,0.95,0.07,28,38
68,0.95,0.07,52,2
68,0.95,0.07,54,44
68,0.95,0.07,89,13
68,0.95,0.07,93,40
68,0.95,0.07,95,11
68,0.95,0.07,102,32
68,0.95,0.07,114,6
68,0.95,0.07,117,14
68,0.95,0.07,118,43
68,0.95,0.07,120,43
68,0.95,0.07,126,35
68,0.95,0.07,130,4
68,0.95,0.07,178,31
69,0.4,0.79,1,24
69,0.4,0.79,31,16
69,0.4,0.79,59,41
69,0.4,0.79,60,23
69,0.4,0.79,85,45
69,0.4,0.79,97,39
69,0.4,0.79,101,39
69,0.4,0.79,104,46
69,0.4,0.79,109,17
69,0.4,0.79,122,37
69,0.4,0.79,150,48
69,0.4,0.79,162,18
69,0.4,0.79,168,11
69,0.4,0.79,184,22
69,0.4,0.79,185,48
69,0.4,0.79,192,48
70,0.8,0.62,0,45
70,0.8,0.62,2,20
70,0.8,0.62,7,44
70,0.8,0.62,9,20
70,0.8,0.62,10,49
70,0.8,0.62,11,41
70,0.8,0.62,12,22
70,0.8,0.62,21,43
70,0.8,0.62,25,40
70,0.8,0.62,26,48
70,0.8,0.62,27,39
70,0.8,0.62,34,1
70,0.8,0.62,43,25
70,0.8,0.62,45,44
70,0.8,0.62,47,3
70,0.8,0.62,58,26
70,0.8,0.62,71,22
70,0.8,0.62,74,20
70,0.8,0.62,80,32
70,0.8,0.62,82,20
70,0.8,0.62,87,40
70,0.8,0.62,89,5
70,0.8,0.62,92,47
70,0.8,0.62,94,25
70,0.8,0.62,100,32
70,0.8,0.62,103,7
70,0.8,0.62,111,21
70,0.8,0.62,115,12
70,0.8,0.62,120,41
70,0.8,0.62,124,5
70,0.8,0.62,125,41
70,0.8,0.62,127,35
70,0.8,0.62,133,8
70,0.8,0.62,143,10
70,0.8,0.62,147,32
70,0.8,0.62,149,1
70,0.8,0.62,152,43
70,0.8,0.62,157,37
70,0.8,0.62,159,12
70,0.8,0.62,163,26
70,0.8,0.62,164,27
70,0.8,0.62,165,22
70,0.8,0.62,167,27
70,0.8,0.62,172,14
70,0.8,0.62,179,49
70,0.8,0.62,180,6
70,0.8,0.62,181,17
70,0.8,0.62,193,6
71,0.82,0.39,0,44
71,0.82,0.39,7,8
71,0.82,0.39,8,6
71,0.82,0.39,9,36
71,0.82,0.39,11,25
71,0.82,0.39,21,20
71,0.82,0.39,27,2
71,0.82,0.39,28,26
71,0.82,0.39,43,49
71,0.82,0.39,54,13
71,0.82,0.39,57,8
71,0.82,0.39,72,37
71,0.82,0.39,73,29
71,0.82,0.39,74,16
71,0.82,0.39,82,20
71,0.82,0.39,89,40
71,0.82,0.39,93,46
71,0.82,0.39,95,14
71,0.82,0.39,100,1
71,0.82,0.39,103,37
71,0.82,0.39,106,4
71,0.82,0.39,108,5
71,0.82,0.39,117,32
71,0.82,0.39,120,39
71,0.82,0.39,124,15
71,0.82,0.39,130,6
71,0.82,0.39,145,33
71,0.82,0.39,147,25
71,0.82,0.39,152,48
71,0.82,0.39,157,9
71,0.82,0.39,159,39
71,0.82,0.39,163,23
71,0.82,0.39,164,0
71,0.82,0.39,165,44
71,0.82,0.39,179,2
71,0.82,0.39,193,26
71,0.82,0.39,199,49
72,0.69,0.28,20,20
72,0.69,0.28,52,16
72,0.69,0.28,73,1
72,0.69,0.28,89,28
72,0.69,0.28,114,22
72,0.69,0.28,159,2
72,0.69,0.28,178,9
73,0.68,0.32,20,40
73,0.68,0.32,89,46
73,0.68,0.32,114,11
73,0.68,0.32,159,34
73,0.68,0.32,178,13
74,0.91,0.61,0,4
74,0.91,0.61,7,17
74,0.91,0.61,10,4
74,0.91,0.61,21,48
74,0.91,0.61,27,36
74,0.91,0.61,43,35
74,0.91,0.61,82,47
74,0.91,0.61,89,2
74,0.91,0.61,103,13
74,0.91,0.61,120,40
74,0.91,0.61,124,15
74,0.91,0.61,127,2
74,0.91,0.61,147,9
74,0.91,0.61,152,44
74,0.91,0.61,157,37
74,0.91,0.61,159,14
74,0.91,0.61,163,44
74,0.91,0.61,164,42
74,0.91,0.61,165,36
74,0.91,0.61,181,28
74,0.91,0.61,193,19
75,0.33,0.31,3,1
75,0.33,0.31,4,13
75,0.33,0.31,6,24
75,0.33,0.31,8,39
75,0.33,0.31,11,6
75,0.33,0.31,13,8
75,0.33,0.31,16,6
75,0.33,0.31,18,24
75,0.33,0.31,22,44
75,0.33,0.31,29,45
75,0.33,0.31,41,14
75,0.33,0.31,51,7
75,0.33,0.31,53,23
75,0.33,0.31,55,38
75,0.33,0.31,56,43
75,0.33,0.31,65,12
75,0.33,0.31,66,4
75,0.33,0.31,78,14
75,0.33,0.31,96,36
75,0.33,0.31,108,25
75,0.33,0.31,116,22
75,0.33,0.31,119,23
75,0.33,0.31,121,41
75,0.33,0.31,135,26
75,0.33,0.31,141,37
75,0.33,0.31,146,22
75,0.33,0.31,161,28
75,0.33,0.31,171,35
75,0.33,0.31,177,46
75,0.33,0.31,183,5
75,0.33,0.31,186,26
75,0.33,0.31,192,27
75,0.33,0.31,199,47
76,0.02,0.54,29,19
76,0.02,0.54,31,45
76,0.02,0.54,51,46
76,0.02,0.54,59,24
76,0.02,0.54,65,11
76,0.02,0.54,105,20
76,0.02,0.54,109,3
76,0.02,0.54,119,19
76,0.02,0.54,151,44
76,0.02,0.54,170,27
76,0.02,0.54,192,45
76,0.02,0.54,196,10
77,0.89,0.17,20,17
77,0.89,0.17,21,16
77,0.89,0.17,26,44
77,0.89,0.17,27,38
77,0.89,0.17,28,4
77,0.89,0.17,52,11
77,0.89,0.17,54,44
77,0.89,0.17,58,36
77,0.89,0.17,68,32
77,0.89,0.17,71,7
77,0.89,0.17,72,8
77,0.89,0.17,73,6
77,0.89,0.17,89,0
77,0.89,0.17,93,46
77,0.89,0.17,95,26
77,0.89,0.17,102,37
77,0.89,0.17,106,28
77,0.89,0.17,114,39
77,0.89,0.17,117,40
77,0.89,0.17,118,49
77,0.89,0.17,120,4
77,0.89,0.17,126,0
77,0.89,0.17,129,1
77,0.89,0.17,130,46
77,0.89,0.17,143,5
77,0.89,0.17,145,45
77,0.89,0.17,157,40
77,0.89,0.17,159,15
77,0.89,0.17,178,37
77,0.89,0.17,179,8
78,0.55,0.25,0,28
78,0.55,0.25,8,30
78,0.55,0.25,11,36
78,0.55,0.25,16,25
78,0.55,0.25,20,23
78,0.55,0.25,21,30
78,0.55,0.25,22,26
78,0.55,0.25,56,8
78,0.55,0.25,57,6
78,0.55,0.25,72,21
78,0.55,0.25,73,27
78,0.55,0.25,93,7
78,0.55,0.25,100,20
78,0.55,0.25,108,37
78,0.55,0.25,114,0
78,0.55,0.25,118,29
78,0.55,0.25,121,13
78,0.55,0.25,135,29
78,0.55,0.25,141,7
78,0.55,0.25,161,12
78,0.55,0.25,171,16
78,0.55,0.25,178,27
78,0.55,0.25,179,2
78,0.55,0.25,186,21
78,0.55,0.25,193,21
78,0.55,0.25,199,26
79,0.42,0.54,0,38
79,0.42,0.54,3,36
79,0.42,0.54,5,4
79,0.42,0.54,6,14
79,0.42,0.54,11,30
79,0.42,0.54,12,18
79,0.42,0.54,13,47
79,0.42,0.54,14,18
79,0.42,0.54,16,24
79,0.42,0.54,18,48
79,0.42,0.54,34,13
79,0.42,0.54,35,17
79,0.42,0.54,40,21
79,0.42,0.54,45,28
79,0.42,0.54,47,31
79,0.42,0.54,49,31
79,0.42,0.54,50,36
79,0.42,0.54,57,8
79,0.42,0.54,59,45
79,0.42,0.54,60,46
79,0.42,0.54,64,34
79,0.42,0.54,69,18
79,0.42,0.54,75,3
79,0.42,0.54,80,23
79,0.42,0.54,81,13
79,0.42,0.54,85,40
79,0.42,0.54,94,6
79,0.42,0.54,96,10
79,0.42,0.54,100,16
79,0.42,0.54,101,47
79,0.42,0.54,108,5
79,0.42,0.54,109,32
79,0.42,0.54,110,28
79,0.42,0.54,111,11
79,0.42,0.54,112,39
79,0.42,0.54,121,32
79,0.42,0.54,128,33
79,0.42,0.54,133,7
79,0.42,0.54,135,44
79,0.42,0.54,138,24
79,0.42,0.54,144,10
79,0.42,0.54,146,47
79,0.42,0.54,148,1
79,0.42,0.54,150,30
79,0.42,0.54,160,35
79,0.42,0.54,161,46
79,0.42,0.54,171,42
79,0.42,0.54,180,46
79,0.42,0.54,184,43
79,0.42,0.54,185,2
79,0.42,0.54,186,29
79,0.42,0.54,191,4
79,0.42,0.54,192,22
79,0.42,0.54,198,4
80,0.63,0.59,0,16
80,0.63,0.59,3,14
80,0.63,0.59,7,44
80,0.63,0.59,9,24
80,0.63,0.59,10,42
80,0.63,0.59,11,9
80,0.63,0.59,12,3
80,0.63,0.59,16,21
80,0.63,0.59,18,8
80,0.63,0.59,21,31
80,0.63,0.59,26,4
80,0.63,0.59,34,16
80,0.63,0.59,47,2
80,0.63,0.59,49,19
80,0.63,0.59,57,28
80,0.63,0.59,60,5
80,0.63,0.59,64,19
80,0.63,0.59,71,13
80,0.63,0.59,73,10
80,0.63,0.59,74,14
80,0.63,0.59,82,24
80,0.63,0.59,96,11
80,0.63,0.59,100,41
80,0.63,0.59,103,47
80,0.63,0.59,108,7
80,0.63,0.59,115,13
80,0.63,0.59,124,3
80,0.63,0.59,127,46
80,0.63,0.59,135,49
80,0.63,0.59,143,40
80,0.63,0.59,146,10
80,0.63,0.59,148,0
80,0.63,0.59,152,16
80,0.63,0.59,157,2
80,0.63,0.59,165,40
80,0.63,0.59,171,47
80,0.63,0.59,179,34
80,0.63,0.59,180,44
80,0.63,0.59,181,12
80,0.63,0.59,184,43
80,0.63,0.59,186,10
80,0.63,0.59,193,16
81,0.13,0.58,6,36
81,0.13,0.58,13,19
81,0.13,0.58,29,39
81,0.13,0.58,31,40
81,0.13,0.58,35,1
81,0.13,0.58,36,34
81,0.13,0.58,50,15
81,0.13,0.58,51,4
81,0.13,0.58,53,29
81,0.13,0.58,59,16
81,0.13,0.58,64,41
81,0.13,0.58,65,12
81,0.13,0.58,76,47
81,0.13,0.58,83,8
81,0.13,0.58,84,9
81,0.13,0.58,85,39
81,0.13,0.58,91,41
81,0.13,0.58,101,17
81,0.13,0.58,104,18
81,0.13,0.58,105,7
81,0.13,0.58,109,2
81,0.13,0.58,110,20
81,0.13,0.58,119,19
81,0.13,0.58,121,14
81,0.13,0.58,128,23
81,0.13,0.58,131,9
81,0.13,0.58,132,9
81,0.13,0.58,135,9
81,0.13,0.58,137,9
81,0.13,0.58,142,22
81,0.13,0.58,144,42
81,0.13,0.58,150,28
81,0.13,0.58,151,8
81,0.13,0.58,160,47
81,0.13,0.58,170,49
81,0.13,0.58,173,35
81,0.13,0.58,182,10
81,0.13,0.58,188,1
81,0.13,0.58,192,29
81,0.13,0.58,195,4
81,0.13,0.58,196,1
82,0.91,0.51,0,3
82,0.91,0.51,10,22
82,0.91,0.51,73,15
82,0.91,0.51,89,36
82,0.91,0.51,103,9
82,0.91,0.51,120,35
82,0.91,0.51,127,28
82,0.91,0.51,147,35
82,0.91,0.51,159,39
82,0.91,0.51,164,36
82,0.91,0.51,179,15
83,0.1,0.68,24,40
83,0.1,0.68,31,37
83,0.1,0.68,59,28
83,0.1,0.68,76,28
83,0.1,0.68,85,40
83,0.1,0.68,101,46
83,0.1,0.68,104,14
83,0.1,0.68,105,19
83,0.1,0.68,109,48
83,0.1,0.68,151,11
83,0.1,0.68,170,26
83,0.1,0.68,192,5
83,0.1,0.68,196,23
84,0.09,0.4,4,15
84,0.09,0.4,6,32
84,0.09,0.4,13,38
84,0.09,0.4,29,38
84,0.09,0.4,36,30
84,0.09,0.4,37,0
84,0.09,0.4,51,23
84,0.09,0.4,53,36
84,0.09,0.4,55,24
84,0.09,0.4,59,18
84,0.09,0.4,65,9
84,0.09,0.4,75,25
84,0.09,0.4,76,8
84,0.09,0.4,83,14
84,0.09,0.4,105,42
84,0.09,0.4,109,39
84,0.09,0.4,119,37
84,0.09,0.4,121,28
84,0.09,0.4,144,42
84,0.09,0.4,150,48
84,0.09,0.4,151,10
84,0.09,0.4,177,34
84,0.09,0.4,182,44
84,0.09,0.4,183,18
84,0.09,0.4,187,0
84,0.09,0.4,188,1
84,0.09,0.4,192,7
84,0.09,0.4,195,36
84,0.09,0.4,196,20
85,0.29,0.81,24,22
85,0.29,0.81,59,38
85,0.29,0.81,170,33
85,0.29,0.81,184,35
85,0.29,0.81,192,45
86,0.11,0.47,4,35
86,0.11,0.47,5,37
86,0.11,0.47,6,13
86,0.11,0.47,13,10
86,0.11,0.47,14,19
86,0.11,0.47,29,33
86,0.11,0.47,31,4
86,0.11,0.47,35,37
86,0.11,0.47,36,7
86,0.11,0.47,40,3
86,0.11,0.47,50,28
86,0.11,0.47,51,37
86,0.11,0.47,53,14
86,0.11,0.47,59,27
86,0.11,0.47,65,47
86,0.11,0.47,75,32
86,0.11,0.47,76,49
86,0.11,0.47,81,15
86,0.11,0.47,83,14
86,0.11,0.47,84,41
86,0.11,0.47,105,38
86,0.11,0.47,109,17
86,0.11,0.47,110,41
86,0.11,0.47,119,42
86,0.11,0.47,121,47
86,0.11,0.47,131,14
86,0.11,0.47,135,47
86,0.11,0.47,136,27
86,0.11,0.47,144,17
86,0.11,0.47,150,30
86,0.11,0.47,151,2
86,0.11,0.47,155,5
86,0.11,0.47,160,36
86,0.11,0.47,182,12
86,0.11,0.47,183,9
86,0.11,0.47,188,44
86,0.11,0.47,192,49
86,0.11,0.47,195,31
86,0.11,0.47,196,34
87,0.62,0.57,0,17
87,0.62,0.57,2,26
87,0.62,0.57,3,15
87,0.62,0.57,7,7
87,0.62,0.57,9,16
87,0.62,0.57,11,38
87,0.62,0.57,12,46
87,0.62,0.57,14,18
87,0.62,0.57,16,47
87,0.62,0.57,18,8
87,0.62,0.57,21,37
87,0.62,0.57,25,22
87,0.62,0.57,26,19
87,0.62,0.57,27,23
87,0.62,0.57,34,3
87,0.62,0.57,45,10
87,0.62,0.57,47,15
87,0.62,0.57,49,45
87,0.62,0.57,57,1
87,0.62,0.57,60,4
87,0.62,0.57,64,13
87,0.62,0.57,71,7
87,0.62,0.57,72,1
87,0.62,0.57,73,15
87,0.62,0.57,74,47
87,0.62,0.57,79,5
87,0.62,0.57,80,20
87,0.62,0.57,82,0
87,0.62,0.57,92,24
87,0.62,0.57,94,36
87,0.62,0.57,96,34
87,0.62,0.57,100,16
87,0.62,0.57,103,34
87,0.62,0.57,108,6
87,0.62,0.57,111,23
87,0.62,0.57,112,9
87,0.62,0.57,115,23
87,0.62,0.57,121,6
87,0.62,0.57,124,16
87,0.62,0.57,125,47
87,0.62,0.57,127,1
87,0.62,0.57,133,16
87,0.62,0.57,135,27
87,0.62,0.57,138,17
87,0.62,0.57,143,40
87,0.62,0.57,146,14
87,0.62,0.57,148,39
87,0.62,0.57,149,13
87,0.62,0.57,152,28
87,0.62,0.57,156,35
87,0.62,0.57,157,31
87,0.62,0.57,159,30
87,0.62,0.57,165,15
87,0.62,0.57,166,33
87,0.62,0.57,171,48
87,0.62,0.57,179,9
87,0.62,0.57,180,48
87,0.62,0.57,181,36
87,0.62,0.57,184,41
87,0.62,0.57,186,8
87,0.62,0.57,191,18
87,0.62,0.57,193,43
87,0.62,0.57,199,41
88,0.26,0.9,1,39
88,0.26,0.9,24,23
88,0.26,0.9,31,15
88,0.26,0.9,35,19
88,0.26,0.9,59,32
88,0.26,0.9,60,9
88,0.26,0.9,69,43
88,0.26,0.9,83,37
88,0.26,0.9,85,45
88,0.26,0.9,97,43
88,0.26,0.9,101,11
88,0.26,0.9,104,43
88,0.26,0.9,122,37
88,0.26,0.9,142,30
88,0.26,0.9,150,39
88,0.26,0.9,162,28
88,0.26,0.9,168,41
88,0.26,0.9,170,9
88,0.26,0.9,184,4
88,0.26,0.9,185,20
89,0.84,0.33,52,37
89,0.84,0.33,114,10
89,0.84,0.33,159,17
89,0.84,0.33,164,9
90,0.33,0.87,1,18
90,0.33,0.87,19,40
90,0.33,0.87,31,49
90,0.33,0.87,34,3
90,0.33,0.87,35,43
90,0.33,0.87,44,32
90,0.33,0.87,47,49
90,0.33,0.87,49,4
90,0.33,0.87,59,37
90,0.33,0.87,60,31
90,0.33,0.87,63,45
90,0.33,0.87,64,9
90,0.33,0.87,69,1
90,0.33,0.87,83,19
90,0.33,0.87,85,39
90,0.33,0.87,88,0
90,0.33,0.87,97,9
90,0.33,0.87,101,22
90,0.33,0.87,104,15
90,0.33,0.87,109,5
90,0.33,0.87,110,47
