r = 0.3,upperCap = 2,,,
91,0.02,0.83,19,2
91,0.02,0.83,24,2
91,0.02,0.83,31,2
91,0.02,0.83,36,2
91,0.02,0.83,59,1
91,0.02,0.83,76,1
91,0.02,0.83,81,1
91,0.02,0.83,83,1
91,0.02,0.83,85,1
92,0.76,0.63,-,-
93,0.78,0.12,2,1
93,0.78,0.12,8,1
93,0.78,0.12,15,2
93,0.78,0.12,28,2
93,0.78,0.12,41,1
93,0.78,0.12,52,2
93,0.78,0.12,54,1
93,0.78,0.12,57,2
93,0.78,0.12,68,1
93,0.78,0.12,89,1
93,0.78,0.12,95,1
93,0.78,0.12,98,1
94,0.61,0.62,2,1
94,0.61,0.62,18,2
94,0.61,0.62,92,1
95,0.91,0.3,2,2
96,0.46,0.53,0,2
96,0.46,0.53,3,1
96,0.46,0.53,5,1
96,0.46,0.53,6,1
96,0.46,0.53,11,2
96,0.46,0.53,12,2
96,0.46,0.53,13,1
96,0.46,0.53,14,2
96,0.46,0.53,16,1
96,0.46,0.53,18,1
96,0.46,0.53,34,1
96,0.46,0.53,35,2
96,0.46,0.53,40,2
96,0.46,0.53,45,1
96,0.46,0.53,47,1
96,0.46,0.53,57,2
96,0.46,0.53,59,1
96,0.46,0.53,60,1
96,0.46,0.53,64,1
96,0.46,0.53,67,2
96,0.46,0.53,69,1
96,0.46,0.53,75,2
96,0.46,0.53,78,2
96,0.46,0.53,79,1
96,0.46,0.53,80,2
96,0.46,0.53,87,2
96,0.46,0.53,94,2
97,0.54,0.89,1,1
97,0.54,0.89,25,1
97,0.54,0.89,34,1
97,0.54,0.89,42,2
97,0.54,0.89,47,1
97,0.54,0.89,48,2
97,0.54,0.89,60,1
97,0.54,0.89,64,2
97,0.54,0.89,69,1
97,0.54,0.89,85,1
97,0.54,0.89,90,2
97,0.54,0.89,94,1
98,0.64,0.04,8,2
98,0.64,0.04,15,2
98,0.64,0.04,22,2
98,0.64,0.04,30,2
98,0.64,0.04,41,1
98,0.64,0.04,52,1
98,0.64,0.04,62,1
99,0.89,0.98,25,2
99,0.89,0.98,42,1
99,0.89,0.98,46,2
99,0.89,0.98,48,1
Source node:,17,,,
Sink node:,23,,,
