r = 0.3,upperCap = 50,,,
94,0.61,0.62,64,48
94,0.61,0.62,70,9
94,0.61,0.62,80,38
94,0.61,0.62,87,23
94,0.61,0.62,92,20
95,0.91,0.3,0,7
95,0.91,0.3,2,7
95,0.91,0.3,9,32
95,0.91,0.3,15,7
95,0.91,0.3,21,32
95,0.91,0.3,26,19
95,0.91,0.3,27,17
95,0.91,0.3,28,26
95,0.91,0.3,32,8
95,0.91,0.3,43,18
95,0.91,0.3,52,8
95,0.91,0.3,54,41
95,0.91,0.3,57,50
95,0.91,0.3,58,48
95,0.91,0.3,68,17
95,0.91,0.3,71,37
95,0.91,0.3,72,43
95,0.91,0.3,73,43
95,0.91,0.3,77,42
95,0.91,0.3,82,12
95,0.91,0.3,89,40
95,0.91,0.3,93,46
96,0.46,0.53,0,11
96,0.46,0.53,3,6
96,0.46,0.53,5,20
96,0.46,0.53,6,35
96,0.46,0.53,11,34
96,0.46,0.53,12,41
96,0.46,0.53,13,31
96,0.46,0.53,14,5
96,0.46,0.53,16,31
96,0.46,0.53,18,5
96,0.46,0.53,34,29
96,0.46,0.53,35,44
96,0.46,0.53,40,1
96,0.46,0.53,45,25
96,0.46,0.53,49,14
96,0.46,0.53,57,24
96,0.46,0.53,59,43
96,0.46,0.53,60,16
96,0.46,0.53,64,7
96,0.46,0.53,67,35
96,0.46,0.53,69,38
96,0.46,0.53,75,15
96,0.46,0.53,78,14
96,0.46,0.53,80,29
96,0.46,0.53,87,37
96,0.46,0.53,94,36
97,0.54,0.89,1,6
97,0.54,0.89,42,42
97,0.54,0.89,48,36
97,0.54,0.89,60,9
97,0.54,0.89,63,11
97,0.54,0.89,64,33
97,0.54,0.89,85,2
97,0.54,0.89,90,44
97,0.54,0.89,94,38
98,0.64,0.04,8,28
98,0.64,0.04,15,16
98,0.64,0.04,20,39
98,0.64,0.04,22,15
98,0.64,0.04,30,21
98,0.64,0.04,41,22
98,0.64,0.04,52,15
98,0.64,0.04,56,5
98,0.64,0.04,62,4
98,0.64,0.04,73,29
98,0.64,0.04,77,36
98,0.64,0.04,78,19
99,0.89,0.98,42,18
99,0.89,0.98,48,39
Source node:,36,,,
Sink node:,12,,,
